;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;Оповещение о закрытии трактов (каналов);Оповещение о закрытии трактов (каналов);;;;
;;;в результате проведения плановых и неплановых РНР;в результате проведения плановых и неплановых РНР;;;;
;;;"на СМП ОАО ""Ростелеком""";"на СМП ОАО ""Ростелеком""";;;;
;;;;;;;;
Клиент;Дата, время;Условие проведения работ;№ работы;Существующая нумерация трактов;Участок измерений;Содержание работ;Направление связи, ПЦТ, канала, межд.обозн.;Вид использования
1;2;3;4;5;6;7;8;9
"China Telecom Europe; КИТАЙ";Вт 26.08.2014 c 05:00 до 05:30;4-6 КР;08/1400927;К708-63-42;12003 - 15001;"На уч-ке 12003-15001 переключение трафика оптического канала по распоряжению 13-2-307741 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12003, 15001, МРЦУСС. Перенос с 19/08.";"Санкт-Петербург УД-34 - ПЕКИН; 30n001          [1003912]";МЗАРУБКОМП
"China Telecom Europe; КИТАЙ";Вт 26.08.2014 c 05:00 до 05:30;4-6;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"Санкт-Петербург УД-34 - ПЕКИН; 30n001          [1003912]";МЗАРУБКОМП
"China Telecom Europe; КИТАЙ";Вт 26.08.2014 c 05:30 до 06:00;4-6 КР;08/1400927;К841-64-42;12007 - 12003;"На уч-ке 12007-12003 переключение трафика оптического канала по распоряжению 13-2-30727 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12007, 12003, МРЦУСС.  Перенос с 18/08.";"Санкт-Петербург УД-34 - ПЕКИН; 30n001          [1003912]";МЗАРУБКОМП
"China Telecom Europe; КИТАЙ";Вт 26.08.2014 c 05:30 до 06:00;4-6;08/1400927;К841-64-42;12007 - 12003;- ' ' -;"Санкт-Петербург УД-34 - ПЕКИН; 30n001          [1003912]";МЗАРУБКОМП
"China Telecom Europe; КИТАЙ";Вт 26.08.2014 c 06:00 до 06:30;4-6 КР;08/1400927;К708-63-42;12001 - 12008;"На уч-ке 12001-12008 переключение трафика оптического канала по распоряжению 13-2-30707 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12001, 12008, МРЦУСС.  Перенос с 21/08.";"Санкт-Петербург УД-34 - ПЕКИН; 30n001          [1003912]";МЗАРУБКОМП
"China Telecom Europe; КИТАЙ";Вт 26.08.2014 c 06:00 до 06:30;4-6;08/1400927;К708-63-42;12001 - 12008;- ' ' -;"Санкт-Петербург УД-34 - ПЕКИН; 30n001          [1003912]";МЗАРУБКОМП
"China Telecom Europe;ТЕА; ШВЕЦИЯ; КИТАЙ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN891;03616 - 5103;Внеплановые работы на сети Elisa с закрытием связей с 1 часа до 7 часов в указанный интервал времени.  При этом связи ТЕА- по резерву с КРП в процессе работ.;"СТОКГОЛЬМ - ПЕКИН; 16V4C4          [1071622]";МН,ТЕА
"China Telecom Europe;ТЕА; ШВЕЦИЯ; КИТАЙ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN891;03616 - 5103;- ' ' -;"СТОКГОЛЬМ - ПЕКИН; 16V4C5          [1071722]";МН,ТЕА
"China Telecom Europe;ТЕА; ШВЕЦИЯ; КИТАЙ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN891;03616 - 5103;- ' ' -;"СТОКГОЛЬМ - ПЕКИН; 16V4C6          [1071743]";МН,ТЕА
"China Unicom; КИТАЙ";Чт 21.08.2014 c 06:00 до 08:30;4-6 КР;08/1400913;К708-63-78;12001 - 12008;"На уч-ке 12001-12008 поочередное переключение трафика оптических каналов (распоряжение 13-2-30721) в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с поочередным переводом трафика каждого оптического канала на кольцевой резерв в течение указанного времени. Производитель работ: 12001, 12008, МРЦУСС.";"Коченево (ТрП-10) - ПЕКИН; 30n001          [77872]";ТФС,ИНО
"China Unicom; КИТАЙ";Чт 21.08.2014 c 06:00 до 08:30;4-6;08/1400913;К708-63-78;12001 - 12008;- ' ' -;"Коченево (ТрП-10) - ПЕКИН; 30n001          [77872]";ТФС,ИНО
"China Unicom; КИТАЙ";Чт 21.08.2014 c 06:00 до 08:30;4-6 КР;08/1400913;К708-63-74;12001 - 12008;"На уч-ке 12001-12008 поочередное переключение трафика оптических каналов (распоряжение 13-2-30720) в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с поочередным переводом трафика каждого оптического канала на кольцевой резерв в течение указанного времени. Производитель работ: 12001, 12008, МРЦУСС.";"Москва, Сущевский Вал, 26, МСС-12 - ПЕКИН; 30n001         ; B [301827]";ТФС,ИНО
"China Unicom; КИТАЙ";Чт 21.08.2014 c 06:00 до 08:30;4-6;08/1400913;К708-63-74;12001 - 12008;- ' ' -;"Москва, Сущевский Вал, 26, МСС-12 - ПЕКИН; 30n001         ; B [301827]";ТФС,ИНО
"China Unicom; КИТАЙ";Чт 21.08.2014 c 06:00 до 08:30;4-6 КР;08/1400913;К708-63-74;12001 - 12008;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ПЕКИН; 30n003          [302739]";ТФС,ИНО
"China Unicom; КИТАЙ";Чт 21.08.2014 c 06:00 до 08:30;4-6;08/1400913;К708-63-74;12001 - 12008;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ПЕКИН; 30n003          [302739]";ТФС,ИНО
"China Unicom; КИТАЙ";Чт 21.08.2014 c 06:00 до 08:30;4-6 КР;08/1400913;К708-63-74;12001 - 12008;- ' ' -;"Москва, Сущевский Вал, 26, МСС-12 - ПЕКИН; 30n004         ; B [354348]";ТФС,ИНО
"China Unicom; КИТАЙ";Чт 21.08.2014 c 06:00 до 08:30;4-6;08/1400913;К708-63-74;12001 - 12008;- ' ' -;"Москва, Сущевский Вал, 26, МСС-12 - ПЕКИН; 30n004         ; B [354348]";ТФС,ИНО
"China Unicom; КИТАЙ";Чт 21.08.2014 c 06:00 до 08:30;4-6 КР;08/1400913;К708-63-74;12001 - 12008;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ПЕКИН; 30n005         ; B [666093]";ТФС,ИНО
"China Unicom; КИТАЙ";Чт 21.08.2014 c 06:00 до 08:30;4-6;08/1400913;К708-63-74;12001 - 12008;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ПЕКИН; 30n005         ; B [666093]";ТФС,ИНО
"China Unicom;СПТ; КИТАЙ";Вт 26.08.2014 c 03:20 до 04:10;2-8 ЗАК;15/1400991;К70С2-63;15427 - 15297;Перевод К70С2-63 на участке 15427-15297 (ТРП 21-ТРП22) в один створ (нижний створ), в связи с размывом верхнего створа р.Илистая. В указанный период времени без ухудшения качества услуг СПД.;"ПЕКИН - Владивосток, Алеутская 45а; 16V4C1          [1180502]";МЗАРУБКОМП
"China Unicom; КИТАЙ";Вт 26.08.2014 c 05:00 до 05:30;4-6 КР;08/1400927;К708-63-42;12003 - 15001;"На уч-ке 12003-15001 переключение трафика оптического канала по распоряжению 13-2-307741 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12003, 15001, МРЦУСС. Перенос с 19/08.";"Москва, Бутлерова,7, МСС-11 - ПЕКИН; 30n006         ; B [808843]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 05:00 до 05:30;4-6;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ПЕКИН; 30n006         ; B [808843]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 05:00 до 05:30;4-6 КР;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ПЕКИН; 30n007         ; B [808845]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 05:00 до 05:30;4-6;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ПЕКИН; 30n007         ; B [808845]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 05:00 до 05:30;4-6 КР;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"Любань - ПЕКИН; 30n401         ; B [843295]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 05:00 до 05:30;4-6;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"Любань - ПЕКИН; 30n401         ; B [843295]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 05:00 до 05:30;4-6 КР;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"Любань - ПЕКИН; 30n402         ; B [843296]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 05:00 до 05:30;4-6;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"Любань - ПЕКИН; 30n402         ; B [843296]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 05:30 до 06:00;4-6 КР;08/1400927;К841-64-42;12007 - 12003;"На уч-ке 12007-12003 переключение трафика оптического канала по распоряжению 13-2-30727 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12007, 12003, МРЦУСС.  Перенос с 18/08.";"Москва, Бутлерова,7, МСС-11 - ПЕКИН; 30n006         ; B [808843]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 05:30 до 06:00;4-6;08/1400927;К841-64-42;12007 - 12003;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ПЕКИН; 30n006         ; B [808843]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 05:30 до 06:00;4-6 КР;08/1400927;К841-64-42;12007 - 12003;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ПЕКИН; 30n007         ; B [808845]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 05:30 до 06:00;4-6;08/1400927;К841-64-42;12007 - 12003;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ПЕКИН; 30n007         ; B [808845]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 05:30 до 06:00;4-6 КР;08/1400927;К841-64-42;12007 - 12003;- ' ' -;"Любань - ПЕКИН; 30n401         ; B [843295]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 05:30 до 06:00;4-6;08/1400927;К841-64-42;12007 - 12003;- ' ' -;"Любань - ПЕКИН; 30n401         ; B [843295]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 05:30 до 06:00;4-6 КР;08/1400927;К841-64-42;12007 - 12003;- ' ' -;"Любань - ПЕКИН; 30n402         ; B [843296]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 05:30 до 06:00;4-6;08/1400927;К841-64-42;12007 - 12003;- ' ' -;"Любань - ПЕКИН; 30n402         ; B [843296]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 06:00 до 06:30;4-6 КР;08/1400927;К708-63-42;12001 - 12008;"На уч-ке 12001-12008 переключение трафика оптического канала по распоряжению 13-2-30707 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12001, 12008, МРЦУСС.  Перенос с 21/08.";"Москва, Бутлерова,7, МСС-11 - ПЕКИН; 30n006         ; B [808843]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 06:00 до 06:30;4-6;08/1400927;К708-63-42;12001 - 12008;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ПЕКИН; 30n006         ; B [808843]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 06:00 до 06:30;4-6 КР;08/1400927;К708-63-42;12001 - 12008;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ПЕКИН; 30n007         ; B [808845]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 06:00 до 06:30;4-6;08/1400927;К708-63-42;12001 - 12008;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ПЕКИН; 30n007         ; B [808845]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 06:00 до 06:30;4-6 КР;08/1400927;К708-63-42;12001 - 12008;- ' ' -;"Любань - ПЕКИН; 30n401         ; B [843295]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 06:00 до 06:30;4-6;08/1400927;К708-63-42;12001 - 12008;- ' ' -;"Любань - ПЕКИН; 30n401         ; B [843295]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 06:00 до 06:30;4-6 КР;08/1400927;К708-63-42;12001 - 12008;- ' ' -;"Любань - ПЕКИН; 30n402         ; B [843296]";ТФС,ИНО
"China Unicom; КИТАЙ";Вт 26.08.2014 c 06:00 до 06:30;4-6;08/1400927;К708-63-42;12001 - 12008;- ' ' -;"Любань - ПЕКИН; 30n402         ; B [843296]";ТФС,ИНО
"Delta Telecom;ТЕА; ГЕРМАНИЯ; АЗЕРБАЙДЖАН";Вс 24.08.2014 c 03:00 до 08:00;2-8 ЗАК;00/1400950;KIEV-FFM-00-36-1-0-8-0-0-1;1302 - 3101;Работы по оптимизации на сети Vodafone  с закрытием 5 часов.;"ФРАНКФУРТ/МАЙН - БАКУ; 10GEn2          [1227679]";МН,ТЕА
"EBU; ГЕРМАНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;ОС890;03616 - 5103;Внеплановые работы на сети Elisa .Работы на территории Финляндии с резервированием и КРП в процессе работ.;"Москва 20809 - ФРАНКФУРТ/МАЙН; VC4S35          [1235895]";МЗАРУБКОМП
"EBU; ГЕРМАНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;ОС890;03616 - 5103;- ' ' -;"Москва 20809 - ФРАНКФУРТ/МАЙН; VC4S36          [1235897]";МЗАРУБКОМП
"EBU; ГЕРМАНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;ОС890;03616 - 5103;- ' ' -;"Москва 20809 - ФРАНКФУРТ/МАЙН; VC4S37          [1235899]";МЗАРУБКОМП
"EBU; ГЕРМАНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;ОС890;03616 - 5103;- ' ' -;"Москва 20809 - ФРАНКФУРТ/МАЙН; VC4S38          [1235902]";МЗАРУБКОМП
"EBU; ГЕРМАНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;ОС890;03616 - 5103;- ' ' -;"Москва 20809 - ФРАНКФУРТ/МАЙН; VC4S39          [1235904]";МЗАРУБКОМП
"EBU; ГЕРМАНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;ОС890;03616 - 5103;- ' ' -;"Москва 20809 - ФРАНКФУРТ/МАЙН; VC4S40          [1235906]";МЗАРУБКОМП
"EBU; ГЕРМАНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;ОС890;03616 - 5103;- ' ' -;"Москва 20809 - ФРАНКФУРТ/МАЙН; VC4S41          [1235908]";МЗАРУБКОМП
"GlobeCast (Москва); ГЕРМАНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;ОС890;03616 - 5103;Внеплановые работы на сети Elisa .Работы на территории Финляндии с резервированием и КРП в процессе работ.;"Москва Дубовая роща 25 ТЦКМТ 5 -6эт 609 - ФРАНКФУРТ/МАЙН; VC4S42          [1247126]";МЗАРУБКОМП
"GlobeCast (Москва); ГЕРМАНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;ОС890;03616 - 5103;- ' ' -;"Москва Дубовая роща 25 ТЦКМТ 5 -6эт 609 - ФРАНКФУРТ/МАЙН; VC4S43          [1247127]";МЗАРУБКОМП
"KDDI;ТЕА; ВЕЛИКОБРИТАНИЯ; ЯПОНИЯ";Ср 20.08.2014 c 22:00 до 23:40;4-6 КРП н/к;00/1400935;16V4C2;2501 - 8401;Внеплановые кабельные работы на сети KDDI с резервированием  и КРП в начале и конце работ.  Связи ТЕА-по резерву с КРП в начале и конце работ.;"ЛОНДОН - ТОКИО; 16V4C2          [926293]";МН,ТЕА
"KDDI;ТЕА; ГОНКОНГ; ЯПОНИЯ";с 20:00 Пт 22.08.2014 до 02:00 Сб 23.08.2014;4-6 КРП;00/1400947;4V4C1;7901 - 8412;Внеплановые работы на сети China Telecom. Работы по резерву с КРП в процессе работ.;"ГОНКОНГ - Сайтама; 4V4C1           [1064530]";МН,ТЕА
"KDDI;ТЕА; ВЕЛИКОБРИТАНИЯ; ЯПОНИЯ";Вс 24.08.2014 c 03:00 до 08:00;2-8 ЗАК;00/1400950;FFM-LON S-64-1-0-0-1;2501 - 8403;Работы по оптимизации на сети Vodafone  с закрытием 5 часов.;"ЛОНДОН - НАОЭЦУ; 64S801          [1286856]";МН,ТЕА
"KDDI;ТЕА; ГОНКОНГ; ЯПОНИЯ";с 20:00 Пн 25.08.2014 до 02:00 Вт 26.08.2014;4-6 КРП;00/1400948;4V4C1;7901 - 8412;Внеплановые работы на сети China Telecom. Работы по резерву с КРП в процессе работ.;"ГОНКОНГ - Сайтама; 4V4C1           [1064530]";МН,ТЕА
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 03:20 до 04:10;2-8 ЗАК;15/1400991;К70С2-63;15427 - 15297;Перевод К70С2-63 на участке 15427-15297 (ТРП 21-ТРП22) в один створ (нижний створ), в связи с размывом верхнего створа р.Илистая. В указанный период времени без ухудшения качества услуг СПД.;"Владивосток, Алеутская 45а - ТОКИО; 30N2            [1118457]";МЗАРУБКОМП
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 03:20 до 04:10;4-6;15/1400991;К70С2-63;15427 - 15297;- ' ' -;"Владивосток, Алеутская 45а - ТОКИО; 30N2            [1118457]";МЗАРУБКОМП
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 05:00 до 05:30;4-6 КР;08/1400927;К708-63-42;12003 - 15001;"На уч-ке 12003-15001 переключение трафика оптического канала по распоряжению 13-2-307741 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12003, 15001, МРЦУСС. Перенос с 19/08.";"Москва, Бутлерова,7, МСС-11 - ТОКИО; 30n003         ; B [299491]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 05:00 до 05:30;4-6;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ТОКИО; 30n003         ; B [299491]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 05:00 до 05:30;4-6 КР;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ОСАКА; 30n002         ; B [999105]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 05:00 до 05:30;4-6;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ОСАКА; 30n002         ; B [999105]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 05:00 до 05:30;4-6 КР;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ОСАКА; 30n003         ; B [999106]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 05:00 до 05:30;4-6;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ОСАКА; 30n003         ; B [999106]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 05:30 до 06:00;4-6 КР;08/1400927;К841-64-42;12007 - 12003;"На уч-ке 12007-12003 переключение трафика оптического канала по распоряжению 13-2-30727 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12007, 12003, МРЦУСС.  Перенос с 18/08.";"Москва, Бутлерова,7, МСС-11 - ТОКИО; 30n003         ; B [299491]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 05:30 до 06:00;4-6;08/1400927;К841-64-42;12007 - 12003;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ТОКИО; 30n003         ; B [299491]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 05:30 до 06:00;4-6 КР;08/1400927;К841-64-42;12007 - 12003;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ОСАКА; 30n002         ; B [999105]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 05:30 до 06:00;4-6;08/1400927;К841-64-42;12007 - 12003;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ОСАКА; 30n002         ; B [999105]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 05:30 до 06:00;4-6 КР;08/1400927;К841-64-42;12007 - 12003;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ОСАКА; 30n003         ; B [999106]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 05:30 до 06:00;4-6;08/1400927;К841-64-42;12007 - 12003;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ОСАКА; 30n003         ; B [999106]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 06:00 до 06:30;4-6 КР;08/1400927;К708-63-42;12001 - 12008;"На уч-ке 12001-12008 переключение трафика оптического канала по распоряжению 13-2-30707 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12001, 12008, МРЦУСС.  Перенос с 21/08.";"Москва, Бутлерова,7, МСС-11 - ТОКИО; 30n003         ; B [299491]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 06:00 до 06:30;4-6;08/1400927;К708-63-42;12001 - 12008;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ТОКИО; 30n003         ; B [299491]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 06:00 до 06:30;4-6 КР;08/1400927;К708-63-42;12001 - 12008;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ОСАКА; 30n002         ; B [999105]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 06:00 до 06:30;4-6;08/1400927;К708-63-42;12001 - 12008;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ОСАКА; 30n002         ; B [999105]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 06:00 до 06:30;4-6 КР;08/1400927;К708-63-42;12001 - 12008;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ОСАКА; 30n003         ; B [999106]";ТФС,ИНО
"KDDI; ЯПОНИЯ";Вт 26.08.2014 c 06:00 до 06:30;4-6;08/1400927;К708-63-42;12001 - 12008;- ' ' -;"Москва, Бутлерова,7, МСС-11 - ОСАКА; 30n003         ; B [999106]";ТФС,ИНО
"KDDI;ТЕА; ВЕЛИКОБРИТАНИЯ; ЯПОНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN896;03616 - 5103;Внеплановые работы на сети Elisa с закрытием связей с 1 часа до 7 часов в указанный интервал времени.  При этом связи ТЕА- по резерву с КРП в процессе работ.;"ЛОНДОН - ТОКИО; VC4S51          [1308702]";МН,ТЕА
"KDDI;ТЕА; ВЕЛИКОБРИТАНИЯ; ЯПОНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN896;03616 - 5103;- ' ' -;"ЛОНДОН - ТОКИО; VC4S52          [1308714]";МН,ТЕА
"KDDI;ТЕА; ВЕЛИКОБРИТАНИЯ; ЯПОНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN896;03616 - 5103;- ' ' -;"ЛОНДОН - ТОКИО; VC4S53          [1308716]";МН,ТЕА
"KDDI;ТЕА; ВЕЛИКОБРИТАНИЯ; ЯПОНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN896;03616 - 5103;- ' ' -;"ЛОНДОН - ТОКИО; VC4S54          [1308734]";МН,ТЕА
"KDDI;ТЕА; ВЕЛИКОБРИТАНИЯ; ЯПОНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN896;03616 - 5103;- ' ' -;"ЛОНДОН - ТОКИО; VC4S55          [1308735]";МН,ТЕА
"KDDI;ТЕА; ВЕЛИКОБРИТАНИЯ; ЯПОНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN896;03616 - 5103;- ' ' -;"ЛОНДОН - ТОКИО; VC4S56          [1308736]";МН,ТЕА
"KDDI;ТЕА; ВЕЛИКОБРИТАНИЯ; ЯПОНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN896;03616 - 5103;- ' ' -;"ЛОНДОН - ТОКИО; VC4S57          [1308737]";МН,ТЕА
"KDDI;ТЕА; ВЕЛИКОБРИТАНИЯ; ЯПОНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN896;03616 - 5103;- ' ' -;"ЛОНДОН - ТОКИО; VC4S58          [1308738]";МН,ТЕА
"KDDI;ТЕА; ВЕЛИКОБРИТАНИЯ; ЯПОНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN896;03616 - 5103;- ' ' -;"ЛОНДОН - ТОКИО; VC4S59          [1308739]";МН,ТЕА
"KDDI;ТЕА; ВЕЛИКОБРИТАНИЯ; ЯПОНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN896;03616 - 5103;- ' ' -;"ЛОНДОН - ТОКИО; VC4S60          [1308740]";МН,ТЕА
"KDDI;ТЕА; ВЕЛИКОБРИТАНИЯ; ЯПОНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN896;03616 - 5103;- ' ' -;"ЛОНДОН - ТОКИО; VC4S61          [1308741]";МН,ТЕА
"KDDI;ТЕА; ВЕЛИКОБРИТАНИЯ; ЯПОНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN896;03616 - 5103;- ' ' -;"ЛОНДОН - ТОКИО; VC4S62          [1308742]";МН,ТЕА
"KDDI;ТЕА; ВЕЛИКОБРИТАНИЯ; ЯПОНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN896;03616 - 5103;- ' ' -;"ЛОНДОН - ТОКИО; VC4S63          [1308743]";МН,ТЕА
